Average npc score: 29.737457275390625
Agent
Period	Loss	Score
0	0.2809453353284042	29.665
1	0.8160043044199472	33.601
2	0.6567383817913875	42.191
3	0.5756907441469685	44.616
4	0.5661971859247013	44.856
5	0.5857433971693403	44.758
6	0.575210260418924	45.209
7	0.5681577159181864	44.774
8	0.5738425850529933	45.144
9	0.5569909167938204	44.502
10	0.5458733051853595	45.37
11	0.5503741593736124	45.109
12	0.5304832047758056	44.734
13	0.5334362894970875	45.342
14	0.5426122995008749	44.878
