Average npc score: 29.739585876464844
Agent
Period	Loss	Score
0	0.31587182159049837	29.252
1	0.8895845165281252	30.404
2	0.8268297073504056	34.934
3	0.7766693628757452	43.297
4	0.7540002827070066	45.115
5	0.702860858574949	45.473
6	0.6689821817552704	46.206
7	0.6520526170380181	45.837
8	0.6399568172175941	46.025
9	0.6328779492815618	45.26
10	0.6503285059889083	45.955
11	0.653782885461215	46.21
12	0.6245429317086052	45.966
13	0.6253748221201861	46.393
14	0.6270560824712812	45.842
