Average npc score: 29.590251922607422
Agent
Period	Loss	Score
0	0.40158344045535754	33.649
1	1.1420701785334706	45.677
2	0.9896439574594652	45.541
3	0.9041031913247466	45.542
4	0.8416209346653643	46.347
5	0.7859459304942739	47.035
6	0.8118307160201049	47.23
7	0.8093538674981773	47.003
8	0.8191333411630234	47.056
9	0.8069479799147321	47.058
