Average npc score: 30.911853790283203
Agent
Period	Loss	Score
0	0.2790457822815004	30.012
1	0.8254892523577652	32.394
2	0.708427325472522	33.332
3	0.6579840770529455	34.655
4	0.6496768245171967	36.131
5	0.609491613889316	37.082
6	0.5965357823659581	38.668
7	0.5828793745063595	40.009
8	0.5755237460584516	41.104
9	0.5582334721702094	41.067
10	0.5514908986131606	43.042
11	0.537308005001302	44.045
12	0.5373542305485047	44.532
13	0.5416544768068153	45.239
14	0.5494690639752868	45.039
