Average npc score: 29.840076446533203
Agent
Period	Loss	Score
0	0.2975430692654184	33.517
1	1.0017876917719515	45.216
2	0.9744206452683645	46.354
3	1.006407308452396	46.36
4	0.9610931751504891	46.7
5	0.9715600273058779	47.415
6	0.9256457828696825	46.275
7	0.952443217835379	46.732
8	1.0218484729453874	46.707
9	0.9703571023025692	46.165
10	0.9253376417902364	47.313
11	0.8993740123656602	46.722
12	0.9072257986459707	46.403
13	0.8846999423538113	47.107
14	0.9122988819025832	46.809
