Average npc score: 15.202536582946777
Agent
Period	Score	Loss
0	24.674	0.40890504205226896
1	29.355	1.1928757846951485
2	29.032	1.06590016746521
3	29.669	1.0616150839924812
4	29.882	1.0393487492799758
5	29.938	1.0102236598730088
6	30.215	0.9780828060507775
7	30.243	0.9657903563380241
8	30.109	0.932617997944355
9	30.467	0.9252340353131294
10	30.411	0.9216178449988365
11	30.333	0.8927283139824868
12	30.495	0.8795811232328415
13	30.657	0.8749187976717949
14	30.099	0.8706080257892609
15	30.55	0.8659073779582978
16	30.484	0.8532594990134239
17	30.271	0.8455800170898438
18	30.633	0.8255478669404983
19	30.017	0.8326247740387916
20	30.351	0.8327468186020851
21	29.976	0.830519937813282
22	29.993	0.8303153572678565
23	30.742	0.8358371841907501
24	30.389	0.8242226888537407
25	30.062	0.8158671886920928
26	30.499	0.8268422813415527
27	30.307	0.8244275302290917
28	30.678	0.8247281311154365
29	30.741	0.8183707760572434
30	30.881	0.8043151391148567
31	30.554	0.8013994298577308
32	30.833	0.804718214392662
33	30.876	0.8163609393239021
34	30.735	0.8051372580528259
35	30.753	0.8054878280758858
36	30.916	0.8016657611131668
37	30.232	0.806171771466732
38	30.451	0.8013587068915368
39	30.624	0.7951964654326439
40	31.195	0.7950261566638946
41	30.673	0.7902398993372917
42	30.879	0.7933555264472961
43	31.079	0.7821230072975158
44	31.052	0.7894742192029953
45	30.831	0.7835457117557526
46	30.892	0.7739553008675575
47	30.778	0.7832169932126999
48	31.158	0.7792745708227158
49	30.992	0.7805149870514869
50	30.903	0.7736685426831246
51	30.779	0.7796220005154609
52	30.874	0.775548901617527
53	30.428	0.771526242852211
54	30.596	0.7703635010123253
55	30.817	0.7660748730301857
56	30.899	0.7663129333257676
57	31.037	0.7576708145737648
58	30.479	0.7610602724552155
59	30.95	0.7561324467658996
60	30.687	0.7514573698043823
61	31.277	0.7384490476250648
62	31.284	0.7420924226045609
63	30.727	0.7394946058392524
64	31.085	0.7333766644597054
65	30.985	0.7364736915230751
66	31.0	0.7357579026818275
67	31.216	0.7316200391054154
68	30.671	0.7147992606759072
69	31.037	0.7166732847094536
70	30.531	0.7137078709602356
71	30.729	0.7148841605186462
72	30.583	0.7211847026348114
73	31.008	0.7080125387907028
74	30.685	0.703931559562683
75	30.502	0.705275368630886
76	31.319	0.7042405201792717
77	31.363	0.7091206023693085
78	30.724	0.7044679923653603
79	30.942	0.7065544163584709
80	30.708	0.6911919106245041
81	30.862	0.7016903371810913
82	30.845	0.6985678254961968
83	30.996	0.6910657321810723
84	30.939	0.6895455097556115
85	30.991	0.6941200307011605
86	30.697	0.686013975262642
87	30.977	0.694239152431488
88	30.802	0.6909601601362229
89	30.95	0.6906143752932549
90	31.017	0.6905845414996147
91	31.294	0.6848933961391449
92	30.865	0.6740525303483009
93	31.331	0.6833955677747726
94	30.816	0.6790735306739807
95	31.057	0.6777106720209122
96	31.254	0.6834894760251046
97	31.125	0.6828506165742874
98	30.889	0.6782181212902069
99	30.859	0.6768438443541527
100	31.004	0.6784992400109768
101	31.363	0.6776618919372559
102	31.477	0.6773054072856903
103	30.773	0.6752468073964119
104	31.127	0.6667807206511498
105	30.672	0.6894527682065964
106	30.982	0.6813054255247116
107	31.306	0.6794966490864753
108	31.118	0.6765170503854752
109	30.999	0.6653836364746094
110	31.004	0.6564700734913349
111	30.909	0.6630401560068131
112	31.017	0.6713392725586891
113	31.175	0.6592916355729103
114	31.271	0.6587313539683819
115	31.144	0.661987871170044
116	31.108	0.671421083509922
117	31.234	0.6691878529191018
118	31.078	0.6579863672554493
119	31.11	0.6565871605873108
120	30.911	0.6491621427536011
121	31.53	0.6607480102777481
122	30.656	0.664008104622364
123	31.118	0.6633589568138123
124	31.329	0.6636158747076988
125	31.104	0.6514154283702374
126	30.887	0.6533824415504932
127	31.467	0.6561886394023895
