Average npc score: 30.603429794311523
Agent
Period	Loss	Score
0	0.22649453447702322	34.481
1	1.0254793183355624	43.482
2	1.0185302339738356	43.807
3	1.0134160669136003	44.074
4	0.9845193490111683	44.453
5	0.9793996859518131	45.492
6	0.9577184554820025	45.834
7	0.9362584644428202	46.157
8	1.0146947072965553	47.019
9	0.9702515161726813	45.976
