Average npc score: 29.028648376464844
Agent
Period	Loss	Score
0	0.295422102096396	33.285
1	0.8385763099944546	44.536
2	0.7701545851947884	45.409
3	0.7272347280256557	45.151
4	0.706045380768554	45.6
5	0.6932023846621254	45.826
6	0.6460188293202987	45.744
7	0.6244520319645811	46.03
8	0.625438362518629	45.9
9	0.615957997839716	45.072
10	0.6169404450796734	46.18
11	0.6156771512477285	45.746
12	0.6157782637975305	45.861
13	0.6000064211964425	46.154
14	0.596732273536299	45.821
