Average npc score: 30.662212371826172
Agent
Period	Loss	Score
0	0.3525914065510619	29.169
1	1.0022251666668107	30.087
2	0.9242149837433346	34.334
3	0.8571742869475654	41.601
4	0.8698760020127586	44.544
5	0.8101369624420945	45.281
6	0.7750707631487221	46.01
7	0.7595897209216819	45.906
8	0.8117480378359656	46.903
9	0.7827877151222213	45.447
10	0.7754085919588395	45.824
11	0.7983074371070328	45.934
12	0.7996280222741515	45.646
13	0.8197957478099461	45.851
14	0.8128755403017685	45.746
