Average npc score: 16.739212036132812
Agent
Epoch	Score	Loss
338	15	0.0
339	5	0.0
340	24	0.0
341	12	0.0
342	24	0.0
343	15	0.0
344	20	0.0
345	24	0.0
346	38	0.0
347	30	0.0
348	25	0.0
349	24	0.0
350	25	0.0
351	25	0.0
352	39	0.0
353	25	0.0
354	38	0.0
355	36	0.0
356	17	0.0
357	36	0.0
358	28	0.0
359	41	0.0
360	26	0.0
361	18	0.0
362	36	0.0
363	24	0.0
364	29	0.0
365	39	0.0
366	25	0.0
367	23	0.0
368	18	0.0
369	15	0.0
370	24	0.0
371	44	0.0
372	21	0.0
373	28	0.0
374	36	0.0
375	40	0.0
376	33	0.0
377	16	0.0
378	12	0.0
379	38	0.0
380	38	0.0
381	33	0.0
382	26	0.0
383	28	0.0
384	10	0.0
385	25	0.0
386	31	0.0
387	17	0.0
388	10	0.0
389	20	0.0
390	11	0.0
391	23	0.0
392	10	0.0
393	26	0.0
394	22	0.0
395	25	0.0
396	16	0.0
397	11	0.0
398	34	0.0
399	28	0.0
400	21	0.0
401	25	0.0
402	10	0.0
403	22	0.0
404	25	0.0
405	13	0.0
406	29	0.0
407	36	0.0
408	15	0.0
409	50	0.0
410	30	0.0
411	19	0.0
412	22	0.0
413	19	0.0
414	25	0.0
415	28	0.0
416	20	0.0
417	30	0.0
418	29	0.0
419	16	0.0
420	13	0.0
421	18	0.0
422	19	0.0
423	32	0.0
424	34	0.0
425	18	0.0
426	20	0.0
427	12	0.0
428	24	0.0
429	28	0.0
430	24	0.0
431	23	0.0
432	24	0.0
433	33	0.0
434	23	0.0
435	41	0.0
436	23	0.0
437	17	0.0
438	19	0.0
439	23	0.0
440	9	0.0
441	20	0.0
442	17	0.0
443	21	0.0
444	28	0.0
445	32	0.0
446	27	0.0
447	35	0.0
448	11	0.0
449	22	0.0
450	22	0.0
451	27	0.0
452	15	0.0
453	32	0.0
454	25	0.0
455	33	0.0
456	13	0.0
457	14	0.0
458	31	0.0
459	34	0.0
460	16	0.0
461	29	0.0
462	37	0.0
463	25	0.0
464	6	0.0
465	41	0.0
466	26	0.0
467	10	0.0
468	27	0.0
469	18	0.0
470	17	0.0
471	34	0.0
472	21	0.0
473	37	0.0
474	22	0.0
475	51	0.0
476	33	0.0
477	44	0.0
478	26	0.0
479	32	0.0
480	20	0.0
481	6	0.0
482	35	0.0
483	21	0.0
484	20	0.0
485	14	0.0
486	12	0.0
487	27	0.0
488	27	0.0
489	41	0.0
490	33	0.0
491	44	0.0
492	23	0.0
493	33	0.0
494	16	0.0
495	10	0.0
496	5	0.0
497	38	0.0
498	16	0.0
499	16	0.0
500	26	0.0
501	13	0.0
502	13	0.0
503	21	0.0
504	29	0.0
505	23	0.0
506	34	0.0
507	27	0.0
508	22	0.0
509	23	0.0
510	36	0.0
511	22	0.0
512	44	0.0
513	12	0.0
514	24	0.0
515	43	0.0
516	9	0.0
517	17	0.0
518	29	0.0
519	26	0.0
520	40	0.0
521	35	0.0
522	18	0.0
523	22	0.0
524	21	0.0
525	32	0.0
526	25	0.0
527	19	0.0
528	19	0.0
529	32	0.0
530	24	0.0
531	32	0.0
532	23	0.0
533	-2	0.0
534	14	0.0
535	3	0.0
536	57	0.0
537	28	0.0
538	20	0.0
539	20	0.0
540	15	0.0
541	28	0.0
542	21	0.0
543	22	0.0
544	23	0.0
545	33	0.0
546	16	0.0
547	45	0.0
548	16	0.0
549	17	0.0
550	36	0.0
551	24	0.0
552	36	0.0
553	28	0.0
554	37	0.0
555	46	0.0
556	21	0.0
557	24	0.0
558	44	0.0
559	23	0.0
560	28	0.0
561	22	0.0
562	27	0.0
563	22	0.0
564	19	0.0
565	24	0.0
566	52	0.0
567	17	0.0
568	31	0.0
569	31	0.0
570	26	0.0
571	35	0.0
572	47	0.0
573	22	0.0
574	17	0.0
575	22	0.0
576	7	0.0
577	9	0.0
578	17	0.0
579	19	0.0
580	20	0.0
581	21	0.0
582	24	0.0
583	23	0.0
584	29	0.0
585	10	0.0
586	13	0.0
587	50	0.0
588	43	0.0
589	20	0.0
590	13	0.0
591	18	0.0
592	28	0.0
593	24	0.0
594	35	0.0
595	19	0.0
596	19	0.0
597	17	0.0
598	17	0.0
599	37	0.0
600	6	0.0
601	11	0.0
602	9	0.0
603	29	0.0
604	19	0.0
605	15	0.0
606	35	0.0
607	30	0.0
608	39	0.0
609	32	0.0
610	24	0.0
611	31	0.0
612	28	0.0
613	23	0.0
614	18	0.0
615	19	0.0
616	20	0.0
617	16	0.0
618	45	0.0
619	30	0.0
620	31	0.0
621	20	0.0
622	23	0.0
623	23	0.0
624	27	0.0
625	31	0.0
626	31	0.0
627	33	0.0
628	18	0.0
629	26	0.0
630	10	0.0
631	24	0.0
632	22	0.0
633	7	0.0
634	21	0.0
635	33	0.0
636	21	0.0
637	14	0.0
638	15	0.0
639	10	0.0
640	21	0.0
641	37	0.0
642	13	0.0
643	35	0.0
644	20	0.0
645	35	0.0
646	27	0.0
647	22	0.0
648	32	0.0
649	34	0.0
650	20	0.0
651	14	0.0
652	25	0.0
653	15	0.0
654	15	0.0
655	23	0.0
656	39	0.0
657	29	0.0
658	22	0.0
659	38	0.0
660	18	0.0
661	24	0.0
662	13	0.0
663	27	0.0
664	30	0.0
665	31	0.0
666	50	0.0
667	24	0.0
668	19	0.0
669	21	0.0
670	30	0.0
671	6	0.0
672	11	0.0
673	31	0.0
674	30	0.0
675	21	0.0
676	32	0.0
677	15	0.0
678	19	0.0
679	23	0.0
680	26	0.0
681	15	0.0
682	27	0.0
683	35	0.0
684	32	0.0
685	12	0.0
686	19	0.0
687	24	0.0
688	21	0.0
689	14	0.0
690	16	0.0
691	25	0.0
692	10	0.0
693	17	0.0
694	20	0.0
695	24	0.0
696	30	0.0
697	27	0.0
698	24	0.0
699	21	0.0
700	17	0.0
701	21	0.0
702	12	0.0
703	46	0.0
704	16	0.0
705	26	0.0
706	23	0.0
707	41	0.0
708	42	0.0
709	22	0.0
710	19	0.0
711	24	0.0
712	24	0.0
713	12	0.0
714	26	0.0
715	50	0.0
716	18	0.0
717	36	0.0
718	33	0.0
719	27	0.0
720	26	0.0
721	26	0.0
722	4	0.0
723	29	0.0
724	29	0.0
725	21	0.0
726	23	0.0
727	43	0.0
728	39	0.0
729	26	0.0
730	32	0.0
731	27	0.0
732	11	0.0
733	12	0.0
734	25	0.0
735	15	0.0
736	18	0.0
737	33	0.0
738	31	0.0
739	14	9.904088973999023
740	22	8.417431831359863
741	32	10.5074462890625
742	13	9.23881721496582
743	25	12.512649536132812
744	21	10.931257247924805
745	26	8.008867263793945
746	27	12.434066772460938
747	48	10.952178955078125
748	24	10.61050033569336
749	17	10.59377384185791
750	29	11.524421691894531
751	16	9.389606475830078
752	23	12.375391006469727
753	18	9.634742736816406
754	23	9.75413703918457
755	17	8.593527793884277
756	33	12.128816604614258
757	34	9.84002685546875
758	25	7.427353382110596
759	35	9.983220100402832
760	15	9.083037376403809
761	47	8.511999130249023
762	26	10.725797653198242
763	27	9.699893951416016
764	27	10.721634864807129
765	43	10.53197956085205
766	24	11.828022003173828
767	8	9.891585350036621
768	20	8.96170711517334
769	24	13.286213874816895
770	27	9.47107219696045
771	29	10.497230529785156
772	21	9.570208549499512
773	27	10.198799133300781
774	29	9.041855812072754
775	29	10.305418968200684
776	52	13.249358177185059
777	36	13.230921745300293
778	18	10.667390823364258
779	18	10.941350936889648
780	35	11.230030059814453
781	24	9.998623847961426
782	31	12.24148941040039
783	36	10.468633651733398
784	33	10.65778923034668
785	40	8.987021446228027
786	19	8.631482124328613
787	34	10.079516410827637
788	27	11.150413513183594
789	14	7.95179557800293
790	48	9.548399925231934
791	36	11.655220031738281
792	20	7.951282501220703
793	50	10.674517631530762
794	22	10.889802932739258
795	26	10.001676559448242
796	25	9.757217407226562
797	28	8.936617851257324
798	43	9.606444358825684
799	27	11.253101348876953
800	12	11.115782737731934
801	33	13.301401138305664
802	12	9.316516876220703
803	8	10.242288589477539
804	25	11.306568145751953
805	31	11.448858261108398
806	28	10.341521263122559
807	22	7.211324691772461
808	29	10.667250633239746
809	19	11.849715232849121
810	41	10.548524856567383
811	38	9.77585220336914
812	21	10.729544639587402
813	18	8.625521659851074
814	23	10.160477638244629
815	36	10.611028671264648
816	18	8.671470642089844
817	34	10.09631061553955
818	19	9.699052810668945
819	17	8.521475791931152
820	24	13.361796379089355
821	11	11.58260726928711
822	18	9.483763694763184
823	38	9.656192779541016
824	46	13.39719009399414
825	43	9.696199417114258
826	20	12.375602722167969
827	11	11.072554588317871
828	17	11.795865058898926
829	16	9.388954162597656
830	37	11.357880592346191
831	27	9.635140419006348
832	29	9.182780265808105
833	27	9.654337882995605
834	19	10.580316543579102
835	22	8.54855728149414
836	23	10.557279586791992
837	18	9.240395545959473
838	25	10.957077026367188
839	30	12.443038940429688
840	23	10.55177116394043
841	20	9.446136474609375
842	24	8.07490348815918
843	33	9.330540657043457
844	22	10.873880386352539
845	18	10.198421478271484
846	14	10.656105041503906
847	13	8.601523399353027
848	30	10.581040382385254
849	14	9.98414421081543
850	37	9.622987747192383
851	28	11.165788650512695
852	16	8.394947052001953
853	25	12.43653678894043
854	21	8.452765464782715
855	27	9.682991027832031
856	22	13.487834930419922
857	44	11.969035148620605
858	12	11.415950775146484
859	20	11.83476734161377
860	22	9.162578582763672
861	21	9.605827331542969
862	15	14.087982177734375
863	20	12.806686401367188
864	30	9.586421012878418
865	27	10.646265029907227
866	41	11.2586030960083
867	39	10.69770622253418
868	18	11.147363662719727
869	55	10.297691345214844
870	34	13.062557220458984
871	19	15.297207832336426
872	34	13.2564697265625
873	32	12.658475875854492
874	35	11.60741138458252
875	27	11.601165771484375
876	28	11.865287780761719
877	26	8.506457328796387
878	34	10.24441909790039
879	25	12.670233726501465
880	14	9.916375160217285
881	23	12.468220710754395
882	30	11.120684623718262
883	26	11.622870445251465
884	30	11.640792846679688
885	22	15.255128860473633
886	38	12.258255958557129
887	40	12.794082641601562
888	15	11.191824913024902
889	27	12.348484992980957
890	20	13.586151123046875
891	16	13.617332458496094
892	28	12.8265380859375
893	36	11.854793548583984
894	22	11.93981647491455
895	14	13.024991035461426
896	20	13.871150016784668
897	30	10.731091499328613
898	26	13.540212631225586
899	38	12.824223518371582
900	17	12.406194686889648
901	47	16.0970516204834
902	29	12.910062789916992
903	27	12.388265609741211
904	21	12.847444534301758
905	31	13.926583290100098
906	22	12.626140594482422
907	45	12.803970336914062
908	22	14.69810962677002
909	12	12.459823608398438
910	24	13.95954418182373
911	24	14.890767097473145
912	21	11.896456718444824
913	34	13.604602813720703
914	25	15.377382278442383
915	31	13.406691551208496
916	37	14.151289939880371
917	26	13.3241548538208
918	20	18.818552017211914
919	18	17.104843139648438
920	12	11.238679885864258
921	25	15.847005844116211
922	14	13.469143867492676
923	22	17.91625213623047
924	21	16.442337036132812
925	24	13.697985649108887
926	27	13.369336128234863
927	21	14.1906099319458
928	33	15.816008567810059
929	28	14.346025466918945
930	28	15.512232780456543
931	23	15.750690460205078
932	35	14.515348434448242
933	34	12.948512077331543
934	27	14.612470626831055
935	14	15.075727462768555
936	31	13.914628982543945
937	33	16.714305877685547
938	23	13.448335647583008
939	22	15.14926528930664
940	21	16.72319984436035
941	25	14.163329124450684
942	26	16.060815811157227
943	23	17.87471580505371
944	16	17.773250579833984
945	30	16.361379623413086
946	18	17.051502227783203
947	28	17.114925384521484
948	30	17.045177459716797
949	37	13.541746139526367
950	43	17.659997940063477
951	30	15.778139114379883
952	26	17.9240779876709
953	19	17.84737205505371
954	20	16.312152862548828
955	40	17.279430389404297
956	29	16.102685928344727
957	38	14.30343246459961
958	18	19.614118576049805
959	10	15.996183395385742
960	32	18.06255340576172
961	23	14.308500289916992
962	45	18.97670555114746
963	32	17.74121856689453
964	15	15.476503372192383
965	35	17.43686866760254
966	37	19.857433319091797
967	26	15.324596405029297
968	34	13.690149307250977
969	28	15.238204956054688
970	23	15.417643547058105
971	37	13.13675594329834
972	34	15.837251663208008
973	30	17.391571044921875
974	27	15.552656173706055
975	34	17.25892448425293
976	25	17.484790802001953
977	15	16.319435119628906
978	33	21.319198608398438
979	30	13.686591148376465
980	20	15.49597454071045
981	14	16.57680892944336
982	25	16.68497085571289
983	22	18.187231063842773
984	15	13.709755897521973
985	21	17.419864654541016
986	35	14.836791038513184
987	18	14.1466064453125
988	29	17.13338279724121
989	28	17.521211624145508
990	19	16.317665100097656
991	31	16.831697463989258
992	42	15.454116821289062
993	28	14.300386428833008
994	35	16.165170669555664
995	18	16.28256607055664
996	25	17.38743019104004
997	34	16.948667526245117
998	18	19.884708404541016
999	26	15.512228012084961
1000	13	14.749271392822266
1001	23	17.658689498901367
1002	21	16.994178771972656
1003	40	18.214054107666016
1004	31	17.398378372192383
1005	19	16.408260345458984
1006	34	17.02820587158203
1007	35	19.091827392578125
1008	30	19.83352279663086
1009	21	15.913151741027832
1010	11	17.779664993286133
1011	40	14.034076690673828
1012	26	15.685487747192383
1013	48	16.052623748779297
1014	27	18.66273307800293
1015	29	19.60006332397461
1016	28	20.688915252685547
1017	28	20.27176856994629
1018	30	17.135393142700195
1019	37	17.559707641601562
1020	29	19.93523406982422
1021	22	17.387948989868164
1022	32	15.608777046203613
1023	44	19.289287567138672
1024	25	16.493881225585938
1025	29	17.51365089416504
1026	20	19.4735050201416
1027	40	19.508663177490234
1028	33	18.601388931274414
1029	29	19.95734214782715
1030	29	19.472614288330078
1031	34	17.247346878051758
1032	20	20.51043128967285
1033	29	24.94392204284668
1034	45	22.25711441040039
1035	27	20.806201934814453
1036	30	19.715547561645508
1037	20	21.34658432006836
1038	39	18.963111877441406
1039	17	21.60165023803711
1040	33	20.366762161254883
1041	16	17.55411148071289
1042	29	17.527881622314453
1043	33	16.638713836669922
1044	18	18.542972564697266
1045	27	18.974960327148438
1046	37	19.198583602905273
1047	19	17.031835556030273
1048	33	20.664594650268555
1049	16	21.182523727416992
1050	34	20.8038272857666
1051	18	22.387481689453125
1052	36	19.564863204956055
1053	36	17.47504234313965
1054	22	19.99020767211914
1055	14	20.42139434814453
1056	16	21.877017974853516
1057	31	20.130374908447266
1058	13	18.132160186767578
1059	19	20.499557495117188
1060	21	20.61798858642578
1061	22	21.95532989501953
1062	21	20.53165054321289
1063	33	19.288528442382812
1064	13	19.461288452148438
1065	26	20.953271865844727
1066	23	18.88202476501465
1067	36	22.303157806396484
1068	35	20.146181106567383
1069	24	22.554227828979492
1070	24	18.85519790649414
1071	24	13.281466484069824
1072	28	19.428110122680664
1073	19	18.391759872436523
1074	22	19.699350357055664
1075	35	17.35272979736328
1076	15	15.462465286254883
1077	21	20.51791763305664
1078	21	23.139068603515625
1079	19	22.324338912963867
1080	27	22.991640090942383
1081	29	23.34085464477539
1082	47	24.585987091064453
1083	28	18.24207305908203
1084	17	21.836597442626953
1085	22	22.266271591186523
1086	19	18.68134880065918
1087	18	21.76563835144043
1088	27	20.14933204650879
1089	19	19.487606048583984
1090	12	26.099258422851562
1091	38	21.470619201660156
1092	17	23.166500091552734
1093	20	23.320205688476562
1094	38	24.50538444519043
1095	27	23.431867599487305
1096	26	22.70777130126953
1097	31	21.60126304626465
1098	26	18.549175262451172
1099	19	20.91771697998047
1100	44	18.874374389648438
1101	20	20.5891056060791
1102	25	22.050045013427734
1103	25	24.403594970703125
1104	39	22.79581069946289
1105	28	23.458127975463867
1106	36	22.57381820678711
1107	23	26.317584991455078
1108	18	25.365276336669922
1109	41	20.06357192993164
1110	18	19.569320678710938
1111	32	24.100799560546875
1112	29	24.132837295532227
1113	23	25.845966339111328
1114	34	23.61087989807129
1115	26	27.84994125366211
1116	20	23.2630558013916
1117	27	22.0323486328125
1118	18	22.383621215820312
1119	37	25.499122619628906
1120	30	22.83536148071289
1121	17	24.72412872314453
1122	24	24.0891170501709
1123	35	26.7711124420166
1124	18	24.30463409423828
1125	21	27.031497955322266
1126	28	28.25141143798828
1127	49	23.483518600463867
1128	15	25.17523956298828
1129	38	23.66109275817871
1130	24	20.258071899414062
1131	23	27.83195686340332
1132	21	28.630382537841797
1133	29	25.58611297607422
1134	20	27.267086029052734
1135	34	29.527530670166016
1136	16	26.614696502685547
1137	20	26.992080688476562
1138	16	25.138338088989258
1139	32	26.10529899597168
1140	34	28.737567901611328
1141	18	23.789216995239258
1142	26	25.654651641845703
1143	19	27.756547927856445
1144	20	25.133182525634766
1145	51	25.436168670654297
1146	27	25.563087463378906
1147	32	26.606311798095703
1148	22	26.488563537597656
1149	29	25.06420135498047
1150	17	22.093917846679688
1151	28	28.345272064208984
1152	31	24.953248977661133
1153	33	22.445789337158203
1154	29	30.720157623291016
1155	21	24.182220458984375
1156	14	26.251327514648438
1157	11	30.142623901367188
1158	34	26.662445068359375
1159	35	26.17967987060547
1160	26	27.927661895751953
1161	23	27.059036254882812
1162	29	26.246538162231445
1163	11	25.648277282714844
1164	17	25.70802879333496
1165	30	26.15049934387207
1166	25	27.531110763549805
1167	14	28.27179718017578
1168	30	24.48040199279785
1169	39	29.031648635864258
1170	35	28.81450653076172
1171	43	28.23920249938965
1172	25	29.17554473876953
1173	23	29.4200439453125
1174	27	25.788188934326172
1175	22	31.609107971191406
1176	19	32.142189025878906
1177	35	29.61335563659668
1178	39	26.151649475097656
1179	33	28.765291213989258
1180	29	27.471458435058594
1181	27	24.718809127807617
1182	21	25.163537979125977
1183	37	24.178247451782227
1184	28	31.837757110595703
1185	15	29.62873649597168
1186	37	22.266891479492188
1187	27	24.377714157104492
1188	40	25.399211883544922
1189	26	27.667438507080078
1190	18	28.695026397705078
1191	48	28.044048309326172
1192	21	25.806371688842773
1193	26	30.07448387145996
1194	25	30.449316024780273
1195	26	30.77999496459961
1196	30	33.1053466796875
1197	8	28.909717559814453
1198	23	28.443681716918945
1199	35	30.52118492126465
1200	47	28.660797119140625
1201	22	35.15467071533203
1202	20	31.872732162475586
1203	51	31.704002380371094
1204	33	32.981666564941406
1205	39	28.404022216796875
1206	34	27.263431549072266
1207	32	26.7391357421875
1208	26	27.757125854492188
1209	26	26.211008071899414
1210	21	30.181243896484375
1211	33	32.767086029052734
1212	26	32.021156311035156
1213	14	26.945903778076172
1214	18	27.59441566467285
1215	34	29.55286979675293
1216	20	32.564361572265625
1217	23	31.793411254882812
1218	21	27.066612243652344
1219	28	24.382822036743164
1220	17	35.11114501953125
1221	20	29.255321502685547
1222	32	29.55664825439453
1223	32	28.448028564453125
1224	18	33.3663330078125
1225	14	28.73746109008789
1226	30	28.073925018310547
1227	41	25.47081756591797
1228	37	23.38018035888672
1229	33	34.34964370727539
1230	26	34.53636169433594
1231	44	28.68088722229004
1232	19	31.19438362121582
1233	23	31.03130531311035
1234	33	34.04551696777344
1235	20	25.876108169555664
1236	34	30.225008010864258
1237	31	24.652347564697266
1238	27	34.90495681762695
1239	40	28.36318016052246
1240	23	38.735504150390625
1241	22	31.90110206604004
1242	26	26.93191909790039
1243	37	34.48672866821289
1244	28	28.672653198242188
1245	30	32.71805191040039
1246	31	33.981101989746094
1247	36	30.52621841430664
1248	30	30.098678588867188
1249	23	34.151153564453125
1250	34	33.332977294921875
1251	23	32.09745788574219
1252	39	31.977611541748047
1253	25	25.267335891723633
1254	20	31.59762191772461
1255	44	28.741050720214844
1256	34	29.29000473022461
1257	28	30.846874237060547
1258	41	33.636268615722656
1259	39	29.064699172973633
1260	21	30.298137664794922
1261	29	31.66241455078125
1262	27	32.15021514892578
1263	25	27.682680130004883
1264	16	32.043861389160156
1265	36	27.731229782104492
1266	20	25.04475975036621
1267	21	34.313297271728516
1268	18	35.47639083862305
1269	24	28.44240951538086
1270	34	34.38467025756836
1271	43	25.087608337402344
1272	21	30.1502628326416
1273	28	36.592498779296875
1274	38	30.92709732055664
1275	27	34.419281005859375
1276	31	28.56955337524414
1277	14	36.139312744140625
1278	22	31.405315399169922
1279	29	30.53653907775879
1280	18	35.19935607910156
1281	18	27.620637893676758
1282	13	29.275924682617188
1283	39	28.069398880004883
1284	31	29.461896896362305
1285	25	30.77696990966797
1286	30	32.58732604980469
1287	25	25.55397605895996
1288	25	27.91543960571289
1289	22	26.566686630249023
1290	53	29.35318374633789
1291	29	29.894123077392578
1292	20	29.92899513244629
1293	52	26.15962028503418
1294	20	28.70279884338379
1295	49	30.941980361938477
1296	38	28.307443618774414
1297	15	24.090534210205078
1298	24	28.94784927368164
1299	23	27.75832748413086
1300	30	26.21826171875
1301	36	27.554466247558594
1302	39	32.6607666015625
1303	20	26.826343536376953
1304	48	26.531784057617188
1305	35	30.34290885925293
1306	13	28.99009895324707
1307	22	28.42449188232422
1308	29	26.335453033447266
1309	36	26.96985626220703
1310	24	27.809005737304688
1311	42	33.61972427368164
1312	41	27.510515213012695
1313	21	26.959413528442383
1314	29	28.343814849853516
1315	40	29.77046012878418
1316	16	27.93692398071289
1317	43	28.15072250366211
1318	16	34.278621673583984
1319	28	29.520761489868164
1320	23	25.745025634765625
1321	35	25.834768295288086
1322	37	28.372846603393555
1323	23	30.43042755126953
1324	36	28.104459762573242
1325	54	25.54092025756836
1326	38	28.927248001098633
1327	29	25.234254837036133
1328	18	29.655078887939453
1329	33	28.635147094726562
1330	25	28.258769989013672
1331	30	31.35332489013672
1332	40	29.75548553466797
1333	32	26.422794342041016
1334	23	25.544204711914062
1335	13	27.16547203063965
1336	32	27.036067962646484
1337	16	27.342966079711914
1338	30	33.61774444580078
1339	27	27.75335121154785
1340	28	24.592819213867188
1341	35	29.36680030822754
1342	33	28.247268676757812
1343	33	23.62541961669922
1344	26	29.096345901489258
1345	40	35.90765380859375
1346	32	26.463924407958984
1347	15	28.055095672607422
1348	35	26.074993133544922
1349	40	25.37030029296875
1350	27	28.16200065612793
1351	30	24.625185012817383
1352	25	24.955854415893555
1353	24	26.68844223022461
1354	35	26.559226989746094
1355	32	29.892885208129883
1356	22	27.678852081298828
1357	14	30.599973678588867
1358	31	27.120683670043945
1359	45	28.32059669494629
1360	35	25.493024826049805
1361	37	31.35918426513672
1362	17	34.07039260864258
1363	20	29.281417846679688
1364	30	34.04821014404297
1365	44	35.258541107177734
1366	26	27.134571075439453
1367	29	28.320491790771484
1368	46	27.47593879699707
1369	35	22.55253028869629
1370	29	25.063154220581055
1371	17	25.221145629882812
1372	48	27.336347579956055
1373	50	27.77800941467285
1374	32	29.962833404541016
1375	31	31.47597885131836
